OTUs,ES_001t,ES_007t,ES_010t,ES_014t,ES_017t,ES_019t,ES_024t,ES_043t,ES_046t,ES_048t,ES_069t,ES_080t,ES_088t,ES_089t,ES_095t,ES_099t,ES_104t,ES_106t,ES_107t,ES_108t,ES_110t,ES_114t,ES_116t,ES_132t,ES_137t,ES_147t,ES_158t,ES_207t,ES_208t,ES_209t,ES_210t,ES_211t
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,2,0,15,1,1,0
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,4,7,6,15,2,1,51,56,2,0,14,4,6,13,1,0,4,40,7,21,3,5,6,3,3,0,9,9,3,4,1,1
414,0,1,1,0,0,0,3,0,0,0,11,6,0,0,3,0,18,3,0,12,27,2,0,2,0,1,46,4,15,2,6,2
415,0,0,3,1,0,0,9,0,0,1,0,9,1,0,2,3,26,19,4,3,11,4,8,4,6,1,59,5,113,5,11,3
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
417,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,11,4,0,1,1,2,0,0,0,1,0,2,5,0,0
418,0,0,3,1,1,0,3,0,0,0,1,0,0,1,1,0,1,1,4,6,4,3,3,0,2,0,1,1,2,2,4,0
419,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,1,0,0
423,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
425,6,0,5,1,0,0,1,0,1,1,43,0,0,0,1,0,0,3,0,98,1,0,0,5,0,11,4,0,4,6,1,4
426,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,5,0,1,0,0,0,0,0,1,1,0,0
427,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,1,2,1,2,0,2,0,1,3,1,0
428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
429,2,25,6,4,1,15,74,30,14,0,10,21,4,10,2,1,26,32,36,18,19,41,34,4,46,3,10,1,4,10,7,1
430,74,36,65,24,10,14,2,16,7,5,18,5,5,25,3,0,0,1,0,0,0,1,2,1,5,0,7,13,6,5,0,0
431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0
432,2,93,0,82,130,88,1,4,37,19,11,1,44,33,42,72,9,12,0,64,55,0,19,10,0,0,1,4,12,36,9,13
433,2348,871,3856,3573,7146,59651,14205,187446,12397,6536,567,290304,297,248,777,544,19994,13972,15861,6253,13980,50532,11884,26037,36361,28766,41211,151,17533,7790,7311,715
434,8,16,9,5,3,4,20,7,2,2,39,3,1,2,1,3,4,12,6,30,4,3,1,4,15,3,10,6,15,2,2,1
435,0,2,3,3,2,1,0,4,0,0,3,3,2,3,1,0,5,3,2,6,0,3,0,2,7,0,2,1,0,3,0,0
436,0,2,0,2,0,0,1,1,1,0,2,0,1,1,1,0,0,0,2,1,0,0,0,1,1,2,5,0,1,0,0,0
437,1,0,1,1,0,0,1,3,1,0,1,8,0,1,0,0,1,0,0,0,2,1,2,1,0,0,3,1,0,1,1,1
438,0,1,8,7,8,0,0,0,2,1,0,35,58,0,8,102,214,135,3,1,7,10,37,0,5,0,396,0,499,31,66,18
439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
440,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,1,0
441,2,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
442,17,3,5,6,13,19,15,15,8,0,2,1,2,4,1,4,2,2,3,10,2,2,0,7,4,14,9,2,1,7,7,1
443,0,1,0,0,0,0,0,1,0,0,3,2,1,1,0,0,3,1,3,3,3,0,1,0,1,0,2,1,7,1,0,0
444,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,2,1,0
445,0,1,1,0,0,0,3,1,97,33,0,5,0,0,0,0,3,3,6,1,4,2,4,1,0,0,1,0,0,6,2,0
446,1,21,2,7,2,5,186,6,6,0,1,8,1,7,0,0,9,73,56,3,25,16,41,0,50,1,12,1,1,7,11,1
447,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,2,0,3,1,1,1,0,0
448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
450,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,0,2,0,0,0,1,0,0,0,0,0,0,2,0,146,0,2,0,16,0,2,0,0,0,0,0,1,1,0,3,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
453,12,15,11,8,2,17,20,3,3,3,75,3,4,5,9,1,3,2,2,0,3,1,67,1,4,4,2,0,2,2,2,0
454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,5,1,0,0,0,1,0,0,1,1,2,0
455,0,0,2,3,0,2,2,3,0,0,9,1,0,9,0,1,1,6,6,5,4,1,2,1,3,1,3,2,2,6,0,0
456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
459,0,0,39,0,32,7,24,22,3,2,1,41,30,3,2,3,16,24,8,4,36,13,3,3,7,1,45,0,24,1,12,0
460,0,7,13,43,10,16,576,636,14,12,30,1618,100,8,15,54,429,988,243,36,1535,549,146,20,390,2,1693,11,1050,29,607,2
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462,6207,0,0,0,0,0,0,1,33,4,8,353,2,0,0,0,0,0,130,147,212,37,209,495,0,52,207,0,0,0,0,3
463,3,8,0,2,33,8,48,30,13,3,8,17,3,0,5,4,101,223,59,77,219,551,100,30,24,83,84,6,236,138,43,22
464,3,11,4,8,1,1,9,16,3,1,5,4,2,15,11,3,3,7,1,4,1,3,4,2,6,0,24,15,1,3,0,4
465,0,0,0,0,1,0,4,2,1,0,1,1,0,0,0,0,3,2,6,1,1,1,0,0,0,0,4,2,8,2,1,0
466,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,7,0,2,0,1,0,0,0,2,0,7,3,2,0
467,5,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,1,8,0,1,3,1,0,1,0,0,0,0,1
468,0,0,4,1,4,2,5,0,1,0,0,9,1,0,0,0,23,10,11,0,28,3,1,0,1,0,61,11,67,4,1,4
469,0,0,0,0,9,5508,0,0,5,0,0,0,0,0,0,2,0,4,22,1,0,0,0,5,4,0,0,1,29,92,93,0
470,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,3,1,1,1,0,1,0,0,1,0,2,1,0,1
471,0,0,0,0,0,0,5,2,1,0,1,0,1,0,0,0,2,11,6,2,2,5,5,0,2,0,1,0,2,2,1,0
472,0,1,1,0,2,0,4,2,1,0,1,1,0,0,1,1,2,5,4,1,7,2,1,0,5,1,6,0,5,2,0,0
473,0,1,67,35,36,27,103,2,12,2,0,84,18,8,53,135,575,413,74,13,440,25,39,1,7,1,1498,127,1640,96,102,76
474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,0,2,1,1,0
477,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4,15,0,6,1,1,0,0,0,5,0,4,2,0,0
478,295,510,479,514,137,99,519,876,125,104,696,384,230,697,326,178,257,603,100,391,124,312,277,149,262,48,1999,904,373,350,155,168
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
480,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,1,0,1,0,0,3,0,1,0,2,1,5,1,6,1,0,0
481,0,9,0,2,5,6,74,10,29,1,7,0,2,0,2,2,2,12,15,3,9,3,28,0,23,2,14,5,5,7,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
483,0,3,0,1,71,11,4,1,1,0,0,1,0,0,0,1,0,3,2,0,2,2,4,0,2,0,0,1,18,2,1,0
484,5,3,3,1,0,5,13,3,0,3,19,1,1,4,0,0,9,17,24,11,11,1,9,0,1,1,9,2,6,17,8,0
485,0,4,0,0,3,0,8,2,4,0,2,1,0,1,0,1,4,1,1,5,1,2,5,1,2,0,1,0,0,5,1,2
486,0,2,2,3,4,2,8,29,5,1,4,35,0,2,0,1,17,57,11,8,35,6,18,5,4,1,45,3,27,7,19,1
487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
488,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,4,2,3,1,5,0,1,0,0,0,14,1,21,0,0,0
489,2,13,11,31,27,451,178,77,6,66,74,2956,37,1,12,5,149,625,124,58,303,339,76,28,236,197,480,7,1319,40,301,10
490,1,1,0,0,9,2,3,17,1,1,2,12,0,1,1,2,0,3,4,0,7,1,2,0,0,148,2,0,12,2,20,0
491,1,28,27,24,31,37,455,585,27,53,55,1131,17,4,76,25,351,650,139,125,819,543,157,74,229,7,971,2,717,104,360,12
492,0,2,8,6,16,4,30,6,13,1,0,39,0,0,5,4,18,125,148,10,43,20,64,0,6,1,276,0,14,54,8,11
493,0,2,1,1,8,23,964,19,9,1,1,4,0,0,1,5,8,17,38,2,26,59,5,1,6,1,36,0,177,15,31,7
494,0,0,0,0,1,0,1,1,0,0,6,2,0,1,0,1,2,0,2,20,2,2,2,0,2,3,1,0,2,1,0,0
495,0,19,4,26,0,0,0,2,0,5,22,2,2,11,2,6,0,1,1,33,0,6,5,46,2,1,41,0,19,0,0,0
496,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,1,1,0,0,0,6,0,0,1,0,0
497,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,17,1,0,0,1,1,0,0,0,0,43,2,72,0,9,0
498,1,2,3,3,4,1,2,3,0,0,2,2,0,1,2,0,7,2,1,0,2,1,0,0,0,0,11,2,12,3,0,0
499,0,0,0,0,26,1,1,6,0,0,0,2,0,0,0,0,4,1,6,0,18,1,1,3,0,4,4,1,3,0,2,4
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
503,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
504,0,0,1,0,0,0,2,1,0,0,0,2,0,0,1,1,4,3,3,2,7,1,5,0,0,1,16,0,15,5,0,0
505,83,0,0,0,0,0,5,30,0,0,0,10,0,0,1,0,0,1,4,0,1,168,0,2,0,1,0,0,0,0,3,3
506,0,0,0,0,1,0,7,1,0,0,1,0,0,1,0,0,0,5,5,6,6,2,3,1,0,1,2,2,2,1,2,0
507,0,0,0,0,0,3,1,3,1,0,0,13,0,0,0,1,6,10,24,0,15,7,4,0,0,1,12,0,5,9,11,0
508,4,12,35,8,0,2,7,3,5,2,62,7,8,29,3,1,10,33,3,46,5,4,11,7,23,10,1,11,8,6,10,2
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
510,46,2,1,2,0,0,20,3,5,0,396,8,3,7,0,2,11,37,8,556,9,27,0,5,16,33,5,5,6,1,12,5
511,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,2,0,2,1,1,1,0,1,1,1,0,1,0,0,0
512,0,0,0,0,0,0,13,0,0,2,1,0,0,0,0,1,3,7,3,0,17,3,4,0,1,1,22,0,0,5,0,0
513,0,0,0,0,0,0,1,2,0,0,2,0,1,0,1,0,7,3,2,8,4,0,1,0,0,0,20,4,15,1,1,0
514,0,0,2,1,4,0,2,1,1,0,1,6,0,0,0,1,23,22,1,6,21,0,6,1,0,0,32,0,42,3,12,4
515,0,0,3,0,0,0,0,0,0,0,4,3,1,0,0,0,19,4,4,9,7,1,1,1,0,1,12,1,9,1,2,1
516,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,4,2,0,13,1,0,2,1,1,1,8,0,3,1,2,1
517,1,16,3,21,1,37,261,12,11,0,4,3,1,3,1,1,7,40,14,6,19,102,8,2,13,0,6,1,7,5,6,1
518,1,5,1,2,2,0,49,10,10,1,8,30,6,3,4,0,17,77,28,4,13,42,50,3,20,3,8,1,1,13,38,0
519,0,4,0,0,1,4,6,0,0,0,0,9,1,0,0,4,21,22,29,2,57,32,25,9,5,9,13,0,20,32,9,15
520,0,0,0,0,0,0,2,2,1,0,3,0,0,0,0,0,2,1,2,9,5,2,0,1,1,1,0,0,1,7,0,0
521,1,0,0,4,1,0,2,5,1,1,8,1,0,5,2,0,0,2,0,11,0,1,1,0,1,0,4,1,2,2,1,1
522,3,8,3,4,1,1,1,1,1,1,3,0,0,0,1,1,1,2,2,15,2,1,1,0,2,0,1,1,0,2,1,2
523,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
524,1,8,15,33,2,10,4,5,9,1,9,1,6,4,4,2,2,7,0,1,1,1,3,1,5,0,11,9,14,19,0,2
525,1,1,0,0,0,1,3,1,1,1,1,2,1,0,0,0,1,3,7,3,14,0,5,1,2,0,2,0,1,3,6,0
526,0,2,0,0,0,0,14,1,2,0,1,2,0,1,0,0,2,14,9,0,5,4,5,0,6,0,5,0,0,3,5,0
527,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,2,4,0,0,2,0,2,1,2,1,0,0
528,0,1,1,0,1,3,0,2,8,0,3,5,2,1,2,4,28,17,5,7,28,4,2,1,21,0,22,2,56,7,12,9
529,0,26,0,1,4,12,2,35,1,0,12,0,0,16,1,1,2,23,3,83,15,3,15,1,0,4,0,0,1,24,7,16
530,1,4,1,2,12,10,7,7,5,1,0,4,1,2,3,12,91,40,25,2,51,11,18,6,4,18,92,1,94,47,27,12
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,2,0,4,2,2,4,3,1,0,0,5,3,2,1,1,0,1,6,0,6,0,2,3,1,2,0,2,10,4,1,3
533,21,3,6,4,6,13,3,5,2,0,1,2,0,0,0,4,1,0,0,3,0,2,0,2,8,5,0,3,0,1,2,0
534,68,299,61,62,295,190,94,57,149,132,19,23,175,42,143,189,13,11,16,59,35,20,24,32,28,18,25,57,23,40,27,24
535,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,1,1,0
541,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,0,1,0,3,0,2,0,1,0,0,1,0,0,1,0,3,3,2,0,3,0,1,0,1,0,18,0,2,3,3,0
543,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,3,0,1,0,0,0,1,0,0,0,0,1,1,0
544,0,1,5,5,2,16,4,4,0,2,0,81,1,2,1,19,39,29,90,7,65,121,78,2,15,1,258,2,71,48,12,33
545,0,0,0,1,2,0,0,2,1,0,0,4,0,0,0,0,2,18,8,1,6,7,4,2,1,0,7,0,2,5,2,0
546,4,0,0,0,0,1,1,3,0,0,1,0,0,1,0,0,2,4,5,2,3,2,2,1,1,0,1,0,3,2,0,0
547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
548,8,1246,380,6938,486,877,1744,15216,2239,306,2730,239483,664,1741,1636,227,131495,99124,59083,23301,359408,244100,53990,3376,50658,15,115421,907,94781,291265,27307,7083
549,156,6,0,2,14,16,556,10,119,0,10,102,1,2,2,4,121,399,134,51,175,123,96,15,129,3,71,6,59,516,14,47
550,0,2,0,7,56,1,20,2,2,4,2,1225,0,0,0,7,41,24,31,4,185,8,6,21,7,1,94,22,229,34,35,45
551,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,12,3,1,11,1,0,2,0,0,0,14,0,6,109,3,1
552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,2,1,0,0,0,1,5,1,1,0,3,4,3,1,0,0,0,2,7,3,3,3,2,1,1,0,4,1,0,1,2,0
554,0,0,0,4,0,0,3,15,1,0,0,31,0,1,4,0,1,6,28,2,17,5,6,0,6,1,4,0,9,1,4,1
555,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,1,0,0,5,9,0,1,0,0,0,0,2,0,0,0
556,0,2,0,0,0,0,2,6,4,1,1,0,0,0,0,3,0,11,2,3,0,9,3,0,12,1,0,0,4,2,0,0
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,5,0,0,0
558,1,3,4,1,0,1,3,5,0,0,0,1,0,1,0,1,1,0,2,0,0,1,0,0,0,2,4,0,0,4,1,1
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
560,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
562,7,22,10,7,5,3,18,22,3,3,22,10,4,23,4,2,8,13,12,11,15,23,14,4,5,4,59,17,13,14,8,10
563,107,18560,175937,243072,385713,450675,1891337,77494,197511,840731,24873,63951,23921,8580,113180,68012,72664,196932,211567,15540,587459,40139,306508,10305,20259,11045,329087,9810,319130,97037,158628,23196
564,0,0,3,0,1,1,3,1,1,0,0,0,0,0,0,0,0,2,9,4,3,1,0,0,2,0,0,5,3,1,1,1
565,4,4,7,6,1,6,13,7,3,0,18,0,1,6,6,4,1,9,2,14,5,4,1,3,12,0,10,6,6,3,1,5
566,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,5,0,4,0,17,4,1,0,3,0,0,0,4,2,2,0
567,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,1,6,1,2,2,7,25,10,6,2,2,10,0,1,1,0,16,11,22,5,15,6,35,0,26,0,4,0,5,3,1,0
569,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,0,1,0,1,0,0
570,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0
571,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,45,0,0,5,0,3,0,0,5,0,2
572,1,1,0,0,1,8,28,6,3,0,1,6,0,1,0,0,3,13,5,4,1,10,11,1,23,2,2,0,1,1,5,0
573,0,1,0,0,1,1,4,0,1,0,0,1,0,0,0,0,0,3,10,0,2,1,3,0,2,0,1,0,0,3,0,0
574,1,8,18,12,0,6,23,45,8,6,4,552,9,3,21,30,29,287,16,89,77,231,156,529,296,84,92,1,247,26,22,3
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
578,2,11,3,35,2,1,3,4,2,5,25,3,1,3,1,0,0,4,1,28,2,2,1,2,1,0,1,1,0,0,0,0
579,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,5,0,0
581,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,23,8,416,9,16,2,156,3,3,7,13,21,4,20,4,6,9,15,18,32,2,8,34,33,12,3,386,11,7,15,1,1
583,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,3,1,1,6,2,0,1,0,0,1,0,1,5,0,0
584,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0
585,18,23,0,0,0,0,0,0,0,0,11,22,5,0,0,0,0,0,0,12,0,0,0,0,0,0,4,5,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,0,129,1681,1325,3605,2644,4905,48,806,1804,27,3890,1014,327,2025,5951,21966,10495,17011,872,20685,1107,3543,278,380,200,48563,4540,68453,4791,6858,4773
588,0,0,0,0,0,0,3,0,1,1,2,3,3,0,0,0,2,2,3,0,6,1,3,0,0,0,4,3,1,2,0,2
589,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,5,2,2,2,1,0,1,0,0,0,3,1,1,0
590,0,1,1,1,3,2,1,2,0,0,5,2,0,0,0,3,24,28,151,18,52,12,16,0,0,0,36,6,9,16,10,13
591,0,0,2,5,0,3,0,9,2,0,1,0,0,2,1,1,0,4,2,9,0,2,1,1,0,0,3,4,1,1,5,1
592,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
594,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,2,0,0,1,0,1
595,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,2,1,4,1,1,6,1,1,0,0,0,1,0,1,0,0,0
596,9,97,15,48,11,193,1109,242,55,10,25,716,10,58,2,3,92,129,96,114,58,299,195,18,705,66,73,13,31,138,41,9
597,0,3,0,0,1,1,10,2,2,0,0,7,0,1,0,0,0,7,10,2,1,5,0,1,4,2,4,0,3,3,5,0
598,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,6,5,0,6,6,4,1,3,0,2,0,2,2,0,0
599,349,571,10,5087,650,697,376,625,242,324,1043,206,10,12,293,47,236,18,6,1687,12,17,15,148,20,60,70,71,24,46,13,11
600,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601,0,2,0,0,0,1,4,4,0,1,3,2,2,0,2,1,1,1,5,2,5,0,4,6,4,1,2,2,0,3,3,0
602,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
603,9,15,10,20,3,15,36,6,5,2,6117,1,2,13,6,0,52,25,10,8420,4,6,7,801,14,995,30,23,65,11,14,4
604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
605,1,2,2,1,1,4,55,10,0,1,11,4,8,9,1,6,20,15,20,18,27,20,5,3,3,1,15,3,11,2,4,2
606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
607,14,9,61,4,3,4,8,1,1,1,1445,4,2,53,1,0,3,27,1,1323,8,3,0,89,19,134,6,37,2,5,0,0
608,0,1,1,0,1,2,7,0,0,0,0,0,0,1,0,0,1,6,8,0,8,1,1,0,0,0,10,0,9,1,3,0
609,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0
610,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0
611,0,1,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,3,1,3,0,0,0,1,0,2,0,1,0,0,0
612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,1,3,8,3,2,2,8,7,1,0,119,3,5,5,0,0,6,7,9,150,5,14,1,8,4,7,6,9,1,10,1,5
615,0,0,1,1,0,1,2,11,2,0,6,0,0,0,0,1,1,3,5,5,3,5,0,0,1,0,0,1,1,3,3,0
616,0,0,1,4,0,2,5,6,0,0,0,15,0,0,1,0,34,9,8,23,118,17,6,1,5,1,19,1,96,4,16,0
